,age,gender,profile,tenure,TV,movies,Vouchers,calling,Total_charges,Billing,Loyalty
53264,39.0,0.0,0.0,6.0,3.0,12.0,0.0,6.0,5850.0,1.0,71.5
48408,33.0,1.0,2.0,18.0,30.0,45.0,55.0,36.0,0.0,0.0,85.5
106977,57.0,1.0,4.0,14.0,48.0,21.0,88.0,15.0,1350.0,0.0,78.5
21457,21.0,0.0,2.0,6.0,30.0,6.0,77.0,12.0,4500.0,0.0,77.5
2256,18.0,0.0,0.0,26.0,30.0,24.0,44.0,0.0,4050.0,1.0,90.5
72091,51.0,0.0,1.0,2.0,18.0,6.0,33.0,18.0,2700.0,0.0,70.0
31068,21.0,1.0,2.0,14.0,15.0,9.0,88.0,45.0,6750.0,1.0,91.5
10745,18.0,1.0,1.0,14.0,24.0,3.0,22.0,45.0,3150.0,1.0,94.5
41291,33.0,0.0,3.0,10.0,9.0,18.0,44.0,33.0,0.0,0.0,69.5
19077,21.0,0.0,0.0,22.0,24.0,15.0,33.0,15.0,5850.0,0.0,93.5
32936,21.0,1.0,3.0,14.0,12.0,12.0,0.0,6.0,1800.0,0.0,63.5
59623,39.0,0.0,3.0,22.0,45.0,3.0,33.0,18.0,6750.0,0.0,90.5
70624,51.0,0.0,0.0,2.0,48.0,36.0,55.0,9.0,4500.0,0.0,73.0
101147,57.0,1.0,1.0,22.0,24.0,45.0,0.0,9.0,2250.0,1.0,90.5
46848,33.0,1.0,1.0,22.0,42.0,15.0,55.0,27.0,900.0,1.0,82.5
18319,21.0,0.0,0.0,14.0,15.0,48.0,11.0,42.0,1800.0,1.0,82.5
74371,51.0,0.0,2.0,6.0,6.0,24.0,99.0,24.0,900.0,0.0,72.5
25050,21.0,0.0,4.0,6.0,9.0,45.0,33.0,12.0,450.0,0.0,62.5
12441,18.0,1.0,2.0,14.0,18.0,21.0,55.0,48.0,4050.0,0.0,94.5
72055,51.0,0.0,1.0,2.0,12.0,30.0,99.0,21.0,6300.0,1.0,73.0
6090,18.0,0.0,3.0,18.0,3.0,21.0,33.0,33.0,6750.0,1.0,91.5
21387,21.0,0.0,2.0,6.0,18.0,39.0,44.0,45.0,6300.0,1.0,90.5
9323,18.0,1.0,0.0,22.0,39.0,6.0,22.0,18.0,450.0,1.0,75.5
57277,39.0,0.0,2.0,14.0,42.0,27.0,0.0,39.0,0.0,0.0,85.5
103218,57.0,1.0,2.0,26.0,15.0,24.0,99.0,18.0,5400.0,1.0,93.5
77651,51.0,0.0,3.0,22.0,18.0,36.0,33.0,33.0,0.0,0.0,82.5
8584,18.0,1.0,0.0,10.0,27.0,9.0,0.0,21.0,1350.0,0.0,68.5
69792,39.0,1.0,4.0,22.0,21.0,18.0,44.0,12.0,1350.0,0.0,69.5
94495,57.0,0.0,3.0,6.0,36.0,48.0,99.0,30.0,5850.0,1.0,93.5
73812,51.0,0.0,1.0,26.0,33.0,6.0,88.0,30.0,5850.0,1.0,94.5
34669,21.0,1.0,4.0,10.0,48.0,48.0,66.0,24.0,3600.0,0.0,93.5
58135,39.0,0.0,3.0,6.0,27.0,27.0,55.0,24.0,6300.0,0.0,93.5
7619,18.0,0.0,4.0,14.0,36.0,3.0,22.0,12.0,2700.0,0.0,84.5
68497,39.0,1.0,4.0,2.0,39.0,48.0,77.0,6.0,4500.0,0.0,73.0
99448,57.0,1.0,0.0,22.0,21.0,48.0,44.0,33.0,1800.0,1.0,82.5
30218,21.0,1.0,2.0,2.0,21.0,39.0,11.0,42.0,4050.0,1.0,80.0
22409,21.0,0.0,2.0,22.0,24.0,48.0,77.0,39.0,1800.0,0.0,85.5
50257,33.0,1.0,3.0,26.0,3.0,9.0,22.0,24.0,2250.0,1.0,88.5
21698,21.0,0.0,2.0,14.0,3.0,3.0,44.0,24.0,4950.0,0.0,88.5
28401,21.0,1.0,0.0,26.0,48.0,6.0,0.0,24.0,900.0,0.0,79.5
34971,21.0,1.0,4.0,18.0,27.0,33.0,22.0,18.0,2700.0,1.0,96.5
103048,57.0,1.0,2.0,26.0,6.0,21.0,22.0,45.0,3150.0,0.0,91.5
43960,33.0,1.0,0.0,2.0,36.0,21.0,66.0,42.0,900.0,0.0,65.0
15374,18.0,1.0,4.0,2.0,9.0,27.0,0.0,0.0,450.0,1.0,52.0
51535,33.0,1.0,4.0,14.0,21.0,33.0,22.0,6.0,450.0,0.0,72.5
42489,33.0,0.0,4.0,2.0,33.0,3.0,22.0,6.0,450.0,0.0,52.0
15091,18.0,1.0,3.0,26.0,9.0,9.0,88.0,27.0,2250.0,0.0,88.5
8656,18.0,1.0,0.0,10.0,45.0,0.0,66.0,45.0,4050.0,1.0,87.5
2488,18.0,0.0,1.0,6.0,33.0,18.0,66.0,6.0,5400.0,1.0,80.5
10813,18.0,1.0,1.0,14.0,27.0,3.0,99.0,15.0,1800.0,1.0,75.5
45012,33.0,1.0,0.0,22.0,48.0,15.0,33.0,9.0,6300.0,0.0,87.5
61146,39.0,0.0,4.0,22.0,6.0,24.0,66.0,0.0,4950.0,1.0,84.5
60215,39.0,0.0,4.0,10.0,9.0,24.0,33.0,21.0,900.0,0.0,68.5
72974,51.0,0.0,1.0,14.0,30.0,21.0,33.0,21.0,900.0,0.0,78.5
106240,57.0,1.0,4.0,6.0,33.0,30.0,0.0,48.0,2700.0,1.0,93.5
99491,57.0,1.0,0.0,22.0,24.0,42.0,66.0,18.0,4950.0,0.0,96.5
102712,57.0,1.0,2.0,22.0,12.0,45.0,88.0,45.0,4050.0,1.0,94.5
106514,57.0,1.0,4.0,10.0,12.0,42.0,55.0,6.0,1800.0,1.0,62.5
63605,39.0,1.0,1.0,6.0,30.0,6.0,44.0,33.0,4500.0,1.0,87.5
24008,21.0,0.0,3.0,22.0,3.0,21.0,0.0,39.0,1350.0,0.0,76.5
61374,39.0,0.0,4.0,22.0,48.0,36.0,44.0,12.0,6300.0,0.0,90.5
43170,33.0,0.0,4.0,18.0,9.0,18.0,99.0,9.0,1800.0,1.0,66.5
77483,51.0,0.0,3.0,18.0,33.0,30.0,77.0,3.0,5850.0,1.0,90.5
18188,21.0,0.0,0.0,14.0,9.0,9.0,33.0,12.0,5400.0,1.0,78.5
37344,33.0,0.0,0.0,26.0,30.0,48.0,33.0,18.0,3150.0,0.0,96.5
50962,33.0,1.0,4.0,6.0,42.0,24.0,11.0,36.0,1800.0,0.0,78.5
97781,57.0,1.0,0.0,2.0,24.0,45.0,11.0,12.0,3600.0,1.0,73.0
88547,51.0,1.0,4.0,18.0,39.0,39.0,88.0,21.0,4050.0,0.0,96.5
31481,21.0,1.0,2.0,18.0,42.0,18.0,33.0,48.0,450.0,0.0,82.5
18316,21.0,0.0,0.0,14.0,15.0,48.0,11.0,6.0,0.0,1.0,72.5
60578,39.0,0.0,4.0,14.0,12.0,48.0,99.0,6.0,2700.0,0.0,84.5
99702,57.0,1.0,0.0,26.0,9.0,27.0,44.0,39.0,4500.0,0.0,94.5
29186,21.0,1.0,1.0,14.0,24.0,48.0,33.0,48.0,4950.0,1.0,100.5
86209,51.0,1.0,3.0,14.0,48.0,30.0,22.0,45.0,5850.0,1.0,100.5
34730,21.0,1.0,4.0,14.0,18.0,3.0,99.0,12.0,0.0,0.0,66.5
46478,33.0,1.0,1.0,18.0,0.0,9.0,0.0,6.0,2250.0,1.0,78.5
42720,33.0,0.0,4.0,10.0,39.0,9.0,55.0,45.0,2250.0,1.0,87.5
84843,51.0,1.0,2.0,22.0,12.0,21.0,55.0,45.0,0.0,0.0,76.5
87928,51.0,1.0,4.0,10.0,6.0,12.0,33.0,6.0,0.0,0.0,56.5
104251,57.0,1.0,3.0,10.0,9.0,24.0,99.0,27.0,900.0,1.0,72.5
3538,18.0,0.0,1.0,26.0,39.0,27.0,33.0,33.0,6750.0,1.0,100.5
50224,33.0,1.0,3.0,22.0,45.0,39.0,0.0,36.0,450.0,0.0,85.5
7415,18.0,0.0,4.0,6.0,39.0,42.0,22.0,9.0,0.0,0.0,68.5
93291,57.0,0.0,2.0,18.0,3.0,15.0,77.0,48.0,450.0,0.0,76.5
83041,51.0,1.0,1.0,18.0,3.0,3.0,66.0,21.0,2700.0,1.0,84.5
16450,18.0,1.0,4.0,18.0,30.0,27.0,11.0,3.0,3600.0,1.0,90.5
42427,33.0,0.0,4.0,2.0,12.0,15.0,66.0,36.0,3600.0,0.0,74.0
99788,57.0,1.0,0.0,26.0,33.0,18.0,11.0,24.0,3600.0,0.0,97.5
38029,33.0,0.0,1.0,10.0,24.0,48.0,66.0,36.0,450.0,1.0,78.5
64130,39.0,1.0,1.0,14.0,24.0,30.0,88.0,33.0,6750.0,1.0,100.5
101140,57.0,1.0,1.0,22.0,24.0,42.0,44.0,30.0,4050.0,1.0,100.5
61,18.0,0.0,0.0,2.0,12.0,36.0,66.0,3.0,6300.0,0.0,67.0
97247,57.0,0.0,4.0,22.0,6.0,24.0,22.0,24.0,4950.0,0.0,94.5
106170,57.0,1.0,4.0,6.0,21.0,27.0,77.0,21.0,3600.0,0.0,86.5
89727,57.0,0.0,0.0,10.0,36.0,21.0,66.0,45.0,450.0,0.0,75.5
27830,21.0,1.0,0.0,18.0,15.0,24.0,0.0,18.0,6300.0,1.0,93.5
107468,57.0,1.0,4.0,22.0,48.0,24.0,44.0,30.0,6300.0,1.0,100.5
69052,39.0,1.0,4.0,10.0,45.0,9.0,66.0,45.0,5400.0,1.0,87.5
62099,39.0,1.0,0.0,6.0,45.0,18.0,99.0,39.0,450.0,1.0,75.5
17620,21.0,0.0,0.0,10.0,3.0,0.0,55.0,45.0,4950.0,0.0,81.5
61254,39.0,0.0,4.0,22.0,15.0,42.0,55.0,18.0,3150.0,0.0,93.5
5123,18.0,0.0,2.0,26.0,27.0,36.0,66.0,18.0,3600.0,1.0,96.5
26888,21.0,1.0,0.0,6.0,12.0,6.0,33.0,33.0,5850.0,1.0,81.5
92736,57.0,0.0,2.0,6.0,6.0,48.0,88.0,3.0,2250.0,0.0,77.5
91980,57.0,0.0,1.0,18.0,0.0,45.0,11.0,0.0,3150.0,0.0,84.5
49593,33.0,1.0,3.0,14.0,36.0,0.0,55.0,39.0,1800.0,0.0,79.5
9387,18.0,1.0,0.0,22.0,42.0,30.0,55.0,18.0,2250.0,1.0,96.5
56218,39.0,0.0,1.0,26.0,24.0,9.0,11.0,24.0,0.0,1.0,79.5
77040,51.0,0.0,3.0,14.0,24.0,27.0,55.0,0.0,450.0,1.0,75.5
99703,57.0,1.0,0.0,26.0,9.0,27.0,44.0,45.0,4950.0,0.0,94.5
66039,39.0,1.0,2.0,22.0,27.0,12.0,44.0,39.0,4950.0,1.0,94.5
31124,21.0,1.0,2.0,14.0,24.0,45.0,66.0,21.0,1800.0,0.0,81.5
69644,39.0,1.0,4.0,22.0,3.0,33.0,11.0,33.0,6300.0,0.0,94.5
3702,18.0,0.0,2.0,2.0,6.0,30.0,99.0,33.0,2250.0,1.0,77.0
105472,57.0,1.0,3.0,26.0,30.0,15.0,55.0,0.0,3150.0,0.0,87.5
2657,18.0,0.0,1.0,10.0,3.0,27.0,0.0,12.0,1350.0,1.0,62.5
49966,33.0,1.0,3.0,18.0,45.0,6.0,22.0,9.0,1350.0,1.0,69.5
61377,39.0,0.0,4.0,22.0,48.0,36.0,44.0,39.0,2700.0,1.0,100.5
81655,51.0,1.0,0.0,18.0,36.0,42.0,0.0,36.0,4050.0,0.0,100.5
72566,51.0,0.0,1.0,6.0,39.0,9.0,33.0,36.0,5850.0,1.0,87.5
58313,39.0,0.0,3.0,6.0,42.0,45.0,11.0,24.0,3150.0,0.0,93.5
16282,18.0,1.0,4.0,14.0,48.0,27.0,99.0,18.0,6300.0,1.0,96.5
68561,39.0,1.0,4.0,6.0,12.0,30.0,22.0,6.0,1350.0,1.0,62.5
54832,39.0,0.0,1.0,10.0,3.0,3.0,44.0,45.0,6300.0,0.0,81.5
21530,21.0,0.0,2.0,6.0,39.0,21.0,22.0,12.0,2700.0,0.0,80.5
88645,51.0,1.0,4.0,26.0,6.0,15.0,22.0,39.0,4500.0,1.0,91.5
6645,18.0,0.0,3.0,26.0,3.0,27.0,0.0,24.0,1350.0,0.0,79.5
97156,57.0,0.0,4.0,22.0,3.0,9.0,55.0,24.0,450.0,0.0,73.5
59190,39.0,0.0,3.0,18.0,39.0,18.0,88.0,39.0,4500.0,0.0,97.5
50813,33.0,1.0,4.0,6.0,3.0,21.0,44.0,0.0,4950.0,1.0,74.5
76812,51.0,0.0,3.0,10.0,42.0,21.0,77.0,18.0,2250.0,1.0,86.5
66546,39.0,1.0,3.0,2.0,6.0,21.0,44.0,24.0,6300.0,0.0,74.0
40507,33.0,0.0,2.0,22.0,48.0,30.0,55.0,48.0,5400.0,1.0,100.5
64588,39.0,1.0,1.0,22.0,48.0,12.0,88.0,45.0,900.0,1.0,79.5
86777,51.0,1.0,3.0,22.0,30.0,21.0,99.0,15.0,2700.0,0.0,93.5
15956,18.0,1.0,4.0,10.0,30.0,27.0,77.0,12.0,1800.0,0.0,68.5
18204,21.0,0.0,0.0,14.0,9.0,21.0,33.0,0.0,4050.0,1.0,81.5
97370,57.0,0.0,4.0,22.0,15.0,48.0,22.0,15.0,4950.0,1.0,93.5
45174,33.0,1.0,0.0,26.0,18.0,48.0,55.0,9.0,1800.0,0.0,72.5
14477,18.0,1.0,3.0,18.0,12.0,6.0,99.0,42.0,1800.0,0.0,73.5
26112,21.0,0.0,4.0,18.0,24.0,0.0,11.0,39.0,2700.0,0.0,94.5
1375,18.0,0.0,0.0,14.0,24.0,12.0,33.0,12.0,5850.0,1.0,84.5
98399,57.0,1.0,0.0,10.0,12.0,45.0,0.0,3.0,6750.0,1.0,77.5
96110,57.0,0.0,4.0,10.0,48.0,30.0,88.0,45.0,450.0,1.0,78.5
95927,57.0,0.0,4.0,10.0,15.0,30.0,33.0,21.0,2250.0,0.0,86.5
54494,39.0,0.0,1.0,2.0,12.0,30.0,77.0,33.0,450.0,1.0,62.0
35815,33.0,0.0,0.0,6.0,15.0,6.0,11.0,12.0,1800.0,1.0,59.5
14752,18.0,1.0,3.0,22.0,9.0,45.0,55.0,0.0,4500.0,0.0,84.5
101116,57.0,1.0,1.0,22.0,24.0,33.0,33.0,36.0,4500.0,0.0,100.5
5892,18.0,0.0,3.0,14.0,12.0,30.0,99.0,15.0,900.0,1.0,75.5
15291,18.0,1.0,3.0,26.0,48.0,33.0,66.0,3.0,5400.0,0.0,90.5
16968,18.0,1.0,4.0,26.0,30.0,36.0,22.0,18.0,6750.0,1.0,96.5
77744,51.0,0.0,3.0,22.0,45.0,18.0,77.0,0.0,4500.0,0.0,87.5
15491,18.0,1.0,4.0,2.0,18.0,36.0,22.0,6.0,4050.0,0.0,70.0
60300,39.0,0.0,4.0,10.0,30.0,0.0,22.0,39.0,3600.0,1.0,87.5
43122,33.0,0.0,4.0,18.0,6.0,33.0,11.0,18.0,0.0,0.0,75.5
45755,33.0,1.0,1.0,6.0,18.0,39.0,55.0,21.0,4950.0,0.0,86.5
89459,57.0,0.0,0.0,6.0,18.0,36.0,66.0,18.0,4950.0,0.0,86.5
9201,18.0,1.0,0.0,18.0,18.0,9.0,66.0,39.0,2250.0,0.0,91.5
36452,33.0,0.0,0.0,10.0,39.0,27.0,33.0,39.0,3150.0,0.0,93.5
2429,18.0,0.0,1.0,6.0,27.0,9.0,22.0,21.0,1350.0,0.0,68.5
23026,21.0,0.0,3.0,6.0,33.0,6.0,66.0,15.0,6750.0,0.0,83.5
105375,57.0,1.0,3.0,26.0,6.0,27.0,11.0,27.0,6750.0,1.0,94.5
101931,57.0,1.0,2.0,6.0,42.0,36.0,77.0,3.0,3150.0,1.0,83.5
20022,21.0,0.0,1.0,14.0,33.0,27.0,88.0,30.0,2700.0,1.0,100.5
89386,57.0,0.0,0.0,6.0,18.0,6.0,0.0,36.0,0.0,0.0,69.5
27502,21.0,1.0,0.0,14.0,30.0,15.0,66.0,18.0,4050.0,1.0,93.5
31410,21.0,1.0,2.0,18.0,21.0,21.0,44.0,36.0,1800.0,0.0,79.5
72570,51.0,0.0,1.0,6.0,39.0,9.0,66.0,12.0,3600.0,1.0,77.5
14765,18.0,1.0,3.0,22.0,18.0,6.0,22.0,45.0,5400.0,0.0,91.5
89904,57.0,0.0,0.0,14.0,27.0,12.0,22.0,45.0,4500.0,0.0,94.5
52927,39.0,0.0,0.0,2.0,18.0,39.0,33.0,12.0,6750.0,0.0,70.0
32348,21.0,1.0,3.0,6.0,24.0,3.0,66.0,33.0,450.0,0.0,72.5
7245,18.0,0.0,4.0,6.0,21.0,24.0,22.0,39.0,4500.0,1.0,90.5
89268,57.0,0.0,0.0,6.0,3.0,12.0,77.0,15.0,3150.0,1.0,77.5
38304,33.0,0.0,1.0,18.0,27.0,0.0,88.0,27.0,4500.0,1.0,94.5
83900,51.0,1.0,2.0,2.0,21.0,42.0,66.0,39.0,2250.0,0.0,80.0
19625,21.0,0.0,1.0,2.0,42.0,45.0,55.0,48.0,2250.0,1.0,83.0
8903,18.0,1.0,0.0,14.0,15.0,48.0,77.0,24.0,450.0,1.0,82.5
91618,57.0,0.0,1.0,10.0,6.0,24.0,88.0,45.0,6750.0,0.0,87.5
103537,57.0,1.0,2.0,26.0,36.0,18.0,88.0,24.0,3150.0,0.0,97.5
46776,33.0,1.0,1.0,22.0,15.0,45.0,55.0,27.0,3600.0,1.0,97.5
85877,51.0,1.0,3.0,10.0,48.0,18.0,88.0,0.0,4950.0,1.0,80.5
82546,51.0,1.0,1.0,10.0,24.0,24.0,44.0,6.0,3600.0,0.0,83.5
19197,21.0,0.0,0.0,26.0,21.0,33.0,33.0,3.0,1350.0,0.0,72.5
26864,21.0,1.0,0.0,6.0,3.0,48.0,33.0,45.0,2700.0,0.0,87.5
70657,51.0,0.0,0.0,2.0,48.0,42.0,66.0,30.0,3600.0,0.0,83.0
104494,57.0,1.0,3.0,14.0,15.0,0.0,77.0,24.0,5850.0,1.0,91.5
106411,57.0,1.0,4.0,10.0,9.0,18.0,0.0,12.0,5400.0,1.0,74.5
4859,18.0,0.0,2.0,22.0,48.0,27.0,55.0,48.0,900.0,1.0,85.5
103808,57.0,1.0,3.0,2.0,42.0,36.0,88.0,3.0,1350.0,0.0,58.0
94214,57.0,0.0,3.0,2.0,30.0,21.0,55.0,15.0,1800.0,1.0,61.0
16232,18.0,1.0,4.0,14.0,42.0,45.0,99.0,12.0,6300.0,1.0,90.5
32668,21.0,1.0,3.0,10.0,3.0,9.0,0.0,6.0,4950.0,1.0,71.5
33249,21.0,1.0,3.0,14.0,48.0,42.0,22.0,21.0,3600.0,0.0,96.5
33508,21.0,1.0,3.0,18.0,45.0,45.0,66.0,3.0,5400.0,0.0,90.5
55216,39.0,0.0,1.0,10.0,27.0,0.0,44.0,15.0,6750.0,0.0,83.5
61112,39.0,0.0,4.0,18.0,36.0,33.0,88.0,3.0,1350.0,1.0,75.5
70589,51.0,0.0,0.0,2.0,48.0,12.0,55.0,42.0,4050.0,1.0,77.0
27521,21.0,1.0,0.0,14.0,30.0,21.0,11.0,15.0,2700.0,1.0,93.5
60107,39.0,0.0,4.0,6.0,45.0,9.0,88.0,3.0,1350.0,1.0,62.5
836,18.0,0.0,0.0,10.0,3.0,12.0,88.0,21.0,1350.0,1.0,62.5
67127,39.0,1.0,3.0,10.0,0.0,24.0,88.0,21.0,3600.0,0.0,83.5
32107,21.0,1.0,3.0,2.0,12.0,12.0,55.0,9.0,450.0,1.0,46.0
19329,21.0,0.0,1.0,2.0,0.0,24.0,55.0,36.0,5850.0,1.0,77.0
22805,21.0,0.0,3.0,2.0,18.0,42.0,22.0,24.0,3600.0,1.0,80.0
58747,39.0,0.0,3.0,14.0,3.0,42.0,44.0,45.0,0.0,1.0,79.5
61466,39.0,0.0,4.0,26.0,12.0,12.0,11.0,45.0,1800.0,1.0,73.5
61179,39.0,0.0,4.0,22.0,15.0,9.0,22.0,12.0,900.0,1.0,66.5
31635,21.0,1.0,2.0,22.0,21.0,3.0,0.0,45.0,4500.0,1.0,91.5
94710,57.0,0.0,3.0,14.0,6.0,12.0,55.0,39.0,1350.0,0.0,73.5
98719,57.0,1.0,0.0,14.0,9.0,36.0,88.0,24.0,6750.0,0.0,94.5
22739,21.0,0.0,3.0,2.0,15.0,27.0,22.0,0.0,3600.0,0.0,70.0
87516,51.0,1.0,4.0,6.0,12.0,12.0,66.0,42.0,3150.0,1.0,81.5
94310,57.0,0.0,3.0,2.0,39.0,45.0,11.0,6.0,2250.0,0.0,73.0
101790,57.0,1.0,2.0,6.0,15.0,42.0,44.0,42.0,1800.0,0.0,75.5
90449,57.0,0.0,0.0,22.0,12.0,33.0,11.0,33.0,0.0,1.0,79.5
2315,18.0,0.0,1.0,2.0,39.0,33.0,77.0,15.0,3150.0,0.0,79.0
96570,57.0,0.0,4.0,14.0,33.0,27.0,33.0,45.0,3150.0,1.0,100.5
66956,39.0,1.0,3.0,6.0,33.0,3.0,44.0,12.0,3150.0,0.0,77.5
34812,21.0,1.0,4.0,14.0,45.0,24.0,88.0,48.0,900.0,1.0,85.5
4824,18.0,0.0,2.0,22.0,33.0,39.0,55.0,42.0,450.0,0.0,85.5
53027,39.0,0.0,0.0,2.0,33.0,6.0,22.0,33.0,450.0,1.0,62.0
90562,57.0,0.0,0.0,22.0,39.0,21.0,99.0,33.0,6300.0,1.0,97.5
88311,51.0,1.0,4.0,14.0,42.0,18.0,0.0,21.0,4950.0,1.0,93.5
17509,21.0,0.0,0.0,6.0,36.0,48.0,77.0,6.0,2250.0,0.0,83.5
49397,33.0,1.0,3.0,10.0,39.0,24.0,44.0,21.0,3150.0,1.0,89.5
92267,57.0,0.0,1.0,26.0,0.0,39.0,88.0,0.0,900.0,1.0,69.5
76365,51.0,0.0,3.0,10.0,3.0,3.0,88.0,24.0,4500.0,0.0,81.5
39882,33.0,0.0,2.0,14.0,18.0,3.0,88.0,3.0,450.0,0.0,66.5
52238,33.0,1.0,4.0,22.0,30.0,45.0,33.0,21.0,900.0,1.0,81.5
35817,33.0,0.0,0.0,6.0,15.0,6.0,11.0,42.0,4050.0,0.0,84.5
55595,39.0,0.0,1.0,18.0,3.0,24.0,77.0,15.0,5400.0,1.0,90.5
81738,51.0,1.0,0.0,26.0,15.0,42.0,66.0,24.0,6750.0,0.0,97.5
31280,21.0,1.0,2.0,14.0,36.0,0.0,11.0,24.0,1800.0,0.0,79.5
106008,57.0,1.0,4.0,6.0,15.0,18.0,22.0,0.0,2250.0,1.0,77.5
79101,51.0,0.0,4.0,18.0,21.0,27.0,77.0,39.0,900.0,0.0,82.5
60929,39.0,0.0,4.0,18.0,3.0,33.0,88.0,0.0,0.0,1.0,69.5
31584,21.0,1.0,2.0,22.0,12.0,0.0,44.0,42.0,5400.0,1.0,88.5
17016,18.0,1.0,4.0,26.0,45.0,15.0,55.0,48.0,4050.0,1.0,97.5
50467,33.0,1.0,3.0,26.0,27.0,36.0,22.0,36.0,4950.0,0.0,100.5
40429,33.0,0.0,2.0,22.0,45.0,0.0,88.0,24.0,4050.0,1.0,94.5
91261,57.0,0.0,1.0,6.0,12.0,3.0,33.0,48.0,1350.0,0.0,66.5
80996,51.0,1.0,0.0,14.0,3.0,9.0,44.0,27.0,4500.0,0.0,88.5
34071,21.0,1.0,3.0,26.0,45.0,27.0,33.0,27.0,1350.0,0.0,85.5
56591,39.0,0.0,2.0,6.0,27.0,36.0,66.0,39.0,1800.0,1.0,78.5
1866,18.0,0.0,0.0,22.0,18.0,15.0,22.0,45.0,1800.0,1.0,79.5
102078,57.0,1.0,2.0,10.0,30.0,36.0,88.0,24.0,1350.0,0.0,78.5
23200,21.0,0.0,3.0,10.0,33.0,27.0,99.0,15.0,4500.0,1.0,89.5
93012,57.0,0.0,2.0,10.0,36.0,48.0,33.0,33.0,900.0,1.0,78.5
66610,39.0,1.0,3.0,2.0,36.0,12.0,88.0,27.0,6300.0,1.0,77.0
74066,51.0,0.0,2.0,2.0,0.0,27.0,33.0,48.0,2250.0,1.0,77.0
69098,39.0,1.0,4.0,10.0,45.0,30.0,11.0,21.0,450.0,0.0,74.5
65624,39.0,1.0,2.0,10.0,39.0,24.0,0.0,36.0,450.0,1.0,78.5
63818,39.0,1.0,1.0,10.0,12.0,45.0,66.0,9.0,6750.0,0.0,77.5
20166,21.0,0.0,1.0,14.0,45.0,18.0,22.0,39.0,3150.0,1.0,97.5
18433,21.0,0.0,0.0,14.0,36.0,42.0,11.0,15.0,5850.0,1.0,96.5
95528,57.0,0.0,4.0,6.0,3.0,21.0,44.0,12.0,6300.0,1.0,74.5
10153,18.0,1.0,1.0,6.0,9.0,45.0,55.0,21.0,1800.0,0.0,68.5
97358,57.0,0.0,4.0,22.0,15.0,21.0,44.0,6.0,1800.0,0.0,69.5
1574,18.0,0.0,0.0,14.0,42.0,30.0,55.0,42.0,3150.0,0.0,100.5
100469,57.0,1.0,1.0,10.0,36.0,15.0,0.0,45.0,1800.0,1.0,75.5
68311,39.0,1.0,4.0,2.0,0.0,33.0,88.0,0.0,5850.0,0.0,67.0
10683,18.0,1.0,1.0,14.0,15.0,21.0,77.0,42.0,1800.0,0.0,79.5
7523,18.0,0.0,4.0,14.0,6.0,3.0,55.0,9.0,900.0,0.0,63.5
104504,57.0,1.0,3.0,14.0,15.0,3.0,33.0,42.0,4050.0,0.0,91.5
125,18.0,0.0,0.0,2.0,24.0,6.0,11.0,30.0,2250.0,0.0,77.0
65301,39.0,1.0,2.0,6.0,12.0,36.0,22.0,15.0,900.0,1.0,68.5
84160,51.0,1.0,2.0,6.0,21.0,18.0,99.0,9.0,5400.0,0.0,77.5
94841,57.0,0.0,3.0,14.0,27.0,33.0,55.0,12.0,6300.0,0.0,90.5
102629,57.0,1.0,2.0,18.0,45.0,21.0,0.0,48.0,900.0,0.0,82.5
81340,51.0,1.0,0.0,14.0,45.0,45.0,77.0,30.0,4950.0,1.0,100.5
81612,51.0,1.0,0.0,18.0,36.0,15.0,0.0,21.0,5850.0,0.0,93.5
6352,18.0,0.0,3.0,22.0,0.0,18.0,77.0,24.0,450.0,0.0,76.5
71226,51.0,0.0,0.0,18.0,3.0,36.0,66.0,48.0,1800.0,1.0,79.5
61491,39.0,0.0,4.0,26.0,12.0,36.0,22.0,30.0,2250.0,0.0,94.5
48539,33.0,1.0,2.0,22.0,21.0,27.0,22.0,9.0,0.0,1.0,72.5
105522,57.0,1.0,4.0,2.0,0.0,6.0,22.0,42.0,2250.0,1.0,71.0
59003,39.0,0.0,3.0,14.0,33.0,30.0,66.0,33.0,3600.0,0.0,100.5
52652,33.0,1.0,4.0,26.0,18.0,42.0,55.0,3.0,900.0,0.0,72.5
97490,57.0,0.0,4.0,22.0,36.0,12.0,55.0,42.0,1800.0,1.0,79.5
31472,21.0,1.0,2.0,18.0,42.0,0.0,99.0,12.0,4050.0,0.0,84.5
22503,21.0,0.0,2.0,22.0,45.0,33.0,33.0,18.0,3150.0,1.0,96.5
84593,51.0,1.0,2.0,14.0,36.0,15.0,0.0,42.0,4050.0,1.0,97.5
88730,51.0,1.0,4.0,26.0,9.0,24.0,77.0,3.0,1800.0,1.0,69.5
38199,33.0,0.0,1.0,14.0,48.0,45.0,11.0,33.0,0.0,0.0,85.5
65945,39.0,1.0,2.0,22.0,6.0,24.0,0.0,27.0,1800.0,0.0,79.5
67057,39.0,1.0,3.0,6.0,42.0,30.0,88.0,33.0,2700.0,1.0,93.5
48970,33.0,1.0,3.0,2.0,3.0,9.0,99.0,6.0,1800.0,1.0,46.0
59906,39.0,0.0,4.0,6.0,12.0,33.0,66.0,42.0,6750.0,0.0,87.5
90450,57.0,0.0,0.0,22.0,12.0,33.0,11.0,33.0,6750.0,0.0,94.5
85486,51.0,1.0,3.0,2.0,33.0,42.0,0.0,33.0,2700.0,1.0,83.0
